id,color,color_id,height,image_file,image_height,image_width,index,width,x,y,center_x,center_y,center_x_norm,center_y_norm,longer,shorter,aspect_max_min,aspect,size
189,red,red,441,B116.json,1000,821,7,316,462,228,620.0,448.5,0.7551766138855055,0.4485,441,316,1.3955696202531647,0.7165532879818595,139356
190,white,white,328,B116.json,1000,821,8,201,92,341,192.5,505.0,0.23447015834348356,0.505,328,201,1.6318407960199004,0.6128048780487805,65928
191,white,white,328,B116.json,1000,821,9,169,293,341,377.5,505.0,0.4598051157125457,0.505,328,169,1.9408284023668638,0.5152439024390244,55432
192,yellow,yellow,396,B116.json,1000,821,10,92,0,341,46.0,539.0,0.05602923264311815,0.539,396,92,4.304347826086956,0.23232323232323232,36432
193,black,black,181,B116.json,1000,821,11,201,92,669,192.5,759.5,0.23447015834348356,0.7595,201,181,1.1104972375690607,1.1104972375690607,36381
194,yellow,yellow,181,B116.json,1000,821,12,169,293,669,377.5,759.5,0.4598051157125457,0.7595,181,169,1.0710059171597632,0.9337016574585635,30589
195,white,white,181,B116.json,1000,821,13,316,462,669,620.0,759.5,0.7551766138855055,0.7595,316,181,1.7458563535911602,1.7458563535911602,57196
196,white,white,263,B116.json,1000,821,14,92,0,737,46.0,868.5,0.05602923264311815,0.8685,263,92,2.858695652173913,0.34980988593155893,24196
197,white,white,98,B116.json,1000,821,15,201,92,850,192.5,899.0,0.23447015834348356,0.899,201,98,2.0510204081632653,2.0510204081632653,19698
198,yellow,yellow,98,B116.json,1000,821,16,169,293,850,377.5,899.0,0.4598051157125457,0.899,169,98,1.7244897959183674,1.7244897959183674,16562
199,white,white,130,B116.json,1000,821,17,316,462,850,620.0,915.0,0.7551766138855055,0.915,316,130,2.4307692307692306,2.4307692307692306,41080
200,blue,blue,150,B116.json,1000,821,18,43,778,850,799.5,925.0,0.9738124238733252,0.925,150,43,3.488372093023256,0.2866666666666667,6450
201,red,red,52,B116.json,1000,821,19,370,92,948,277.0,974.0,0.3373934226552984,0.974,370,52,7.115384615384615,7.115384615384615,19240
202,white,white,20,B116.json,1000,821,20,316,462,980,620.0,990.0,0.7551766138855055,0.99,316,20,15.8,15.8,6320
203,blue,blue,49,B116.json,1000,821,21,359,462,0,641.5,24.5,0.7813641900121803,0.0245,359,49,7.326530612244898,7.326530612244898,17591
204,yellow,yellow,28,B116.json,1000,821,22,462,0,0,231.0,14.0,0.28136419001218027,0.014,462,28,16.5,16.5,12936
205,white,white,489,B117.json,1000,823,0,257,0,104,128.5,348.5,0.15613608748481167,0.3485,489,257,1.9027237354085602,0.5255623721881391,125673
206,blue,blue,207,B117.json,1000,823,1,306,257,386,410.0,489.5,0.49817739975698666,0.4895,306,207,1.4782608695652173,1.4782608695652173,63342
207,blue,blue,207,B117.json,1000,823,2,260,563,386,693.0,489.5,0.8420413122721749,0.4895,260,207,1.2560386473429952,1.2560386473429952,53820
208,black,black,261,B117.json,1000,823,3,162,95,593,176.0,723.5,0.21385176184690158,0.7235,261,162,1.6111111111111112,0.6206896551724138,42282
209,white,white,261,B117.json,1000,823,4,306,257,593,410.0,723.5,0.49817739975698666,0.7235,306,261,1.1724137931034482,1.1724137931034482,79866
210,white,white,261,B117.json,1000,823,5,205,563,593,665.5,723.5,0.8086269744835966,0.7235,261,205,1.273170731707317,0.7854406130268199,53505
211,white,white,407,B117.json,1000,823,6,55,768,593,795.5,796.5,0.9665856622114216,0.7965,407,55,7.4,0.13513513513513514,22385
212,red,red,261,B117.json,1000,823,7,95,0,593,47.5,723.5,0.057715674362089915,0.7235,261,95,2.7473684210526317,0.36398467432950193,24795
213,yellow,yellow,146,B117.json,1000,823,8,205,563,854,665.5,927.0,0.8086269744835966,0.927,205,146,1.404109589041096,1.404109589041096,29930
214,white,white,146,B117.json,1000,823,9,563,0,854,281.5,927.0,0.342041312272175,0.927,563,146,3.856164383561644,3.856164383561644,82198
215,blue,blue,386,B117.json,1000,823,10,566,257,0,540.0,193.0,0.6561360874848117,0.193,566,386,1.4663212435233162,1.4663212435233162,218476
216,white,white,104,B117.json,1000,823,11,257,0,0,128.5,52.0,0.15613608748481167,0.052,257,104,2.4711538461538463,2.4711538461538463,26728
217,red,red,530,B120.json,1000,990,0,518,0,41,259.0,306.0,0.26161616161616164,0.306,530,518,1.0231660231660231,0.9773584905660377,274540
218,white,white,563,B120.json,1000,990,1,311,518,292,673.5,573.5,0.6803030303030303,0.5735,563,311,1.810289389067524,0.5523978685612788,175093
219,black,black,367,B120.json,1000,990,2,161,829,292,909.5,475.5,0.9186868686868687,0.4755,367,161,2.279503105590062,0.43869209809264303,59087
220,black,black,284,B120.json,1000,990,3,322,196,571,357.0,713.0,0.3606060606060606,0.713,322,284,1.1338028169014085,1.1338028169014085,91448
221,white,white,232,B120.json,1000,990,4,196,0,571,98.0,687.0,0.09898989898989899,0.687,232,196,1.183673469387755,0.8448275862068966,45472
222,blue,blue,196,B120.json,1000,990,5,161,829,659,909.5,757.0,0.9186868686868687,0.757,196,161,1.2173913043478262,0.8214285714285714,31556
223,white,white,197,B120.json,1000,990,6,196,0,803,98.0,901.5,0.09898989898989899,0.9015,197,196,1.0051020408163265,0.9949238578680203,38612
224,white,white,145,B120.json,1000,990,7,322,196,855,357.0,927.5,0.3606060606060606,0.9275,322,145,2.220689655172414,2.220689655172414,46690
225,white,white,145,B120.json,1000,990,8,472,518,855,754.0,927.5,0.7616161616161616,0.9275,472,145,3.2551724137931033,3.2551724137931033,68440
226,white,white,292,B120.json,1000,990,9,472,518,0,754.0,146.0,0.7616161616161616,0.146,472,292,1.6164383561643836,1.6164383561643836,137824
227,white,white,41,B120.json,1000,990,10,518,0,0,259.0,20.5,0.26161616161616164,0.0205,518,41,12.634146341463415,12.634146341463415,21238
228,red,red,990,B122.json,1594,1584,0,904,680,53,1132.0,548.0,0.7146464646464646,0.3437892095357591,990,904,1.095132743362832,0.9131313131313131,894960
229,white,white,648,B122.json,1594,1584,1,510,170,395,425.0,719.0,0.26830808080808083,0.4510664993726474,648,510,1.2705882352941176,0.7870370370370371,330480
230,blue,blue,648,B122.json,1594,1584,2,170,0,395,85.0,719.0,0.05366161616161616,0.4510664993726474,648,170,3.8117647058823527,0.2623456790123457,110160
231,white,white,315,B122.json,1594,1584,3,510,170,1043,425.0,1200.5,0.26830808080808083,0.7531367628607277,510,315,1.619047619047619,1.619047619047619,160650
232,white,white,315,B122.json,1594,1584,4,510,680,1043,935.0,1200.5,0.5902777777777778,0.7531367628607277,510,315,1.619047619047619,1.619047619047619,160650
233,white,white,551,B122.json,1594,1584,5,394,1190,1043,1387.0,1318.5,0.8756313131313131,0.8271643663739021,551,394,1.398477157360406,0.7150635208711433,217094
234,blue,blue,157,B122.json,1594,1584,6,170,0,1043,85.0,1121.5,0.05366161616161616,0.7035759096612296,170,157,1.0828025477707006,1.0828025477707006,26690
235,white,white,394,B122.json,1594,1584,7,170,0,1200,85.0,1397.0,0.05366161616161616,0.8764115432873275,394,170,2.3176470588235296,0.43147208121827413,66980
236,black,black,236,B122.json,1594,1584,8,510,170,1358,425.0,1476.0,0.26830808080808083,0.9259723964868256,510,236,2.1610169491525424,2.1610169491525424,120360
237,yellow,yellow,236,B122.json,1594,1584,9,510,680,1358,935.0,1476.0,0.5902777777777778,0.9259723964868256,510,236,2.1610169491525424,2.1610169491525424,120360
238,red,red,53,B122.json,1594,1584,10,904,680,0,1132.0,26.5,0.7146464646464646,0.016624843161856962,904,53,17.056603773584907,17.056603773584907,47912
239,white,white,395,B122.json,1594,1584,11,680,0,0,340.0,197.5,0.21464646464646464,0.12390213299874529,680,395,1.7215189873417722,1.7215189873417722,268600
240,red,red,417,B123.json,969,820,0,401,0,87,200.5,295.5,0.24451219512195121,0.30495356037151705,417,401,1.0399002493765586,0.9616306954436451,167217
241,white,white,411,B123.json,969,820,1,312,89,504,245.0,709.5,0.29878048780487804,0.7321981424148607,411,312,1.3173076923076923,0.7591240875912408,128232
242,white,white,319,B123.json,969,820,2,283,401,504,542.5,663.5,0.6615853658536586,0.6847265221878225,319,283,1.127208480565371,0.8871473354231975,90277
243,black,black,319,B123.json,969,820,3,136,684,504,752.0,663.5,0.9170731707317074,0.6847265221878225,319,136,2.3455882352941178,0.4263322884012539,43384
244,white,white,411,B123.json,969,820,4,89,0,504,44.5,709.5,0.05426829268292683,0.7321981424148607,411,89,4.617977528089888,0.21654501216545013,36579
245,blue,blue,146,B123.json,969,820,5,419,401,823,610.5,896.0,0.7445121951219512,0.9246646026831785,419,146,2.8698630136986303,2.8698630136986303,61174
246,white,white,54,B123.json,969,820,6,401,0,915,200.5,942.0,0.24451219512195121,0.9721362229102167,401,54,7.425925925925926,7.425925925925926,21654
247,white,white,504,B123.json,969,820,7,283,401,0,542.5,252.0,0.6615853658536586,0.26006191950464397,504,283,1.7809187279151943,0.5615079365079365,142632
248,yellow,yellow,504,B123.json,969,820,8,136,684,0,752.0,252.0,0.9170731707317074,0.26006191950464397,504,136,3.7058823529411766,0.2698412698412698,68544
249,red,red,87,B123.json,969,820,9,401,0,0,200.5,43.5,0.24451219512195121,0.04489164086687306,401,87,4.609195402298851,4.609195402298851,34887
250,white,white,761,B125.json,936,826,0,194,0,62,97.0,442.5,0.11743341404358354,0.47275641025641024,761,194,3.922680412371134,0.25492772667542707,147634
251,white,white,593,B125.json,936,826,1,581,194,230,484.5,526.5,0.5865617433414043,0.5625,593,581,1.0206540447504302,0.9797639123102867,344533
252,blue,blue,593,B125.json,936,826,2,51,775,230,800.5,526.5,0.9691283292978208,0.5625,593,51,11.627450980392156,0.08600337268128162,30243
253,yellow,yellow,113,B125.json,936,826,3,397,89,823,287.5,879.5,0.3480629539951574,0.9396367521367521,397,113,3.5132743362831858,3.5132743362831858,44861
254,white,white,113,B125.json,936,826,4,340,486,823,656.0,879.5,0.7941888619854721,0.9396367521367521,340,113,3.0088495575221237,3.0088495575221237,38420
255,black,black,113,B125.json,936,826,5,89,0,823,44.5,879.5,0.05387409200968523,0.9396367521367521,113,89,1.2696629213483146,0.7876106194690266,10057
256,white,white,230,B125.json,936,826,6,632,194,0,510.0,115.0,0.6174334140435835,0.12286324786324786,632,230,2.747826086956522,2.747826086956522,145360
257,red,red,62,B125.json,936,826,7,194,0,0,97.0,31.0,0.11743341404358354,0.03311965811965812,194,62,3.129032258064516,3.129032258064516,12028
258,white,white,510,B126.json,1000,624,0,165,0,71,82.5,326.0,0.13221153846153846,0.326,510,165,3.090909090909091,0.3235294117647059,84150
259,white,white,181,B126.json,1000,624,1,438,165,400,384.0,490.5,0.6153846153846154,0.4905,438,181,2.4198895027624308,2.4198895027624308,79278
260,white,white,398,B126.json,1000,624,2,21,603,400,613.5,599.0,0.9831730769230769,0.599,398,21,18.952380952380953,0.052763819095477386,8358
261,white,white,419,B126.json,1000,624,3,115,50,581,107.5,790.5,0.17227564102564102,0.7905,419,115,3.643478260869565,0.2744630071599045,48185
262,white,white,217,B126.json,1000,624,4,438,165,581,384.0,689.5,0.6153846153846154,0.6895,438,217,2.0184331797235022,2.0184331797235022,95046
263,black,black,51,B126.json,1000,624,5,50,0,581,25.0,606.5,0.04006410256410257,0.6065,51,50,1.02,0.9803921568627451,2550
264,yellow,yellow,368,B126.json,1000,624,6,50,0,632,25.0,816.0,0.04006410256410257,0.816,368,50,7.36,0.1358695652173913,18400
265,white,white,202,B126.json,1000,624,7,343,165,798,336.5,899.0,0.5392628205128205,0.899,343,202,1.698019801980198,1.698019801980198,69286
266,blue,blue,202,B126.json,1000,624,8,116,508,798,566.0,899.0,0.907051282051282,0.899,202,116,1.7413793103448276,0.5742574257425742,23432
267,red,red,400,B126.json,1000,624,9,459,165,0,394.5,200.0,0.6322115384615384,0.2,459,400,1.1475,1.1475,183600
268,black,black,71,B126.json,1000,624,10,165,0,0,82.5,35.5,0.13221153846153846,0.0355,165,71,2.323943661971831,2.323943661971831,11715
269,white,white,489,B128.json,977,934,0,420,0,26,210.0,270.5,0.22483940042826553,0.27686796315250767,489,420,1.1642857142857144,0.8588957055214724,205380
270,white,white,312,B128.json,977,934,1,151,783,76,858.5,232.0,0.9191648822269807,0.2374616171954964,312,151,2.066225165562914,0.483974358974359,47112
271,white,white,127,B128.json,977,934,2,151,783,388,858.5,451.5,0.9191648822269807,0.46212896622313204,151,127,1.188976377952756,1.188976377952756,19177
272,blue,blue,268,B128.json,977,934,3,336,84,515,252.0,649.0,0.2698072805139186,0.6642784032753326,336,268,1.2537313432835822,1.2537313432835822,90048
273,white,white,425,B128.json,977,934,4,363,420,515,601.5,727.5,0.6440042826552462,0.7446264073694985,425,363,1.1707988980716253,0.8541176470588235,154275
274,yellow,yellow,462,B128.json,977,934,5,151,783,515,858.5,746.0,0.9191648822269807,0.7635619242579325,462,151,3.0596026490066226,0.3268398268398268,69762
275,white,white,462,B128.json,977,934,6,84,0,515,42.0,746.0,0.044967880085653104,0.7635619242579325,462,84,5.5,0.18181818181818182,38808
276,white,white,157,B128.json,977,934,7,336,84,783,252.0,861.5,0.2698072805139186,0.8817809621289662,336,157,2.140127388535032,2.140127388535032,52752
277,white,white,37,B128.json,977,934,8,603,84,940,385.5,958.5,0.4127408993576017,0.981064483111566,603,37,16.2972972972973,16.2972972972973,22311
278,black,black,37,B128.json,977,934,9,96,687,940,735.0,958.5,0.7869379014989293,0.981064483111566,96,37,2.5945945945945947,2.5945945945945947,3552
279,white,white,515,B128.json,977,934,10,363,420,0,601.5,257.5,0.6440042826552462,0.26356192425793246,515,363,1.418732782369146,0.7048543689320388,186945
280,black,black,76,B128.json,977,934,11,151,783,0,858.5,38.0,0.9191648822269807,0.038894575230296824,151,76,1.986842105263158,1.986842105263158,11476
281,red,red,26,B128.json,977,934,12,420,0,0,210.0,13.0,0.22483940042826553,0.01330603889457523,420,26,16.153846153846153,16.153846153846153,10920
282,white,white,526,B129.json,1000,966,0,409,22,37,226.5,300.0,0.234472049689441,0.3,526,409,1.2860635696821516,0.7775665399239544,215134
283,white,white,733,B129.json,1000,966,1,22,0,37,11.0,403.5,0.011387163561076604,0.4035,733,22,33.31818181818182,0.030013642564802184,16126
284,black,black,254,B129.json,1000,966,2,375,431,516,618.5,643.0,0.6402691511387164,0.643,375,254,1.4763779527559056,1.4763779527559056,95250
285,white,white,254,B129.json,1000,966,3,81,806,516,846.5,643.0,0.8762939958592133,0.643,254,81,3.1358024691358026,0.3188976377952756,20574
286,yellow,yellow,439,B129.json,1000,966,4,79,887,516,926.5,735.5,0.9591097308488613,0.7355,439,79,5.556962025316456,0.17995444191343962,34681
287,white,white,207,B129.json,1000,966,5,409,22,563,226.5,666.5,0.234472049689441,0.6665,409,207,1.9758454106280192,1.9758454106280192,84663
288,white,white,230,B129.json,1000,966,6,269,162,770,296.5,885.0,0.30693581780538304,0.885,269,230,1.1695652173913043,1.1695652173913043,61870
289,white,white,215,B129.json,1000,966,7,456,431,770,659.0,877.5,0.6821946169772257,0.8775,456,215,2.1209302325581394,2.1209302325581394,98040
290,blue,blue,230,B129.json,1000,966,8,162,0,770,81.0,885.0,0.08385093167701864,0.885,230,162,1.4197530864197532,0.7043478260869566,37260
291,black,black,45,B129.json,1000,966,9,79,887,955,926.5,977.5,0.9591097308488613,0.9775,79,45,1.7555555555555555,1.7555555555555555,3555
292,white,white,15,B129.json,1000,966,10,456,431,985,659.0,992.5,0.6821946169772257,0.9925,456,15,30.4,30.4,6840
293,white,white,516,B129.json,1000,966,11,535,431,0,698.5,258.0,0.7230848861283644,0.258,535,516,1.0368217054263567,1.0368217054263567,276060
294,red,red,37,B129.json,1000,966,12,431,0,0,215.5,18.5,0.22308488612836438,0.0185,431,37,11.64864864864865,11.64864864864865,15947
295,red,red,485,B130.json,950,945,0,485,105,104,347.5,346.5,0.36772486772486773,0.36473684210526314,485,485,1.0,1.0,235225
296,yellow,yellow,242,B130.json,950,945,1,299,590,104,739.5,225.0,0.7825396825396825,0.23684210526315788,299,242,1.2355371900826446,1.2355371900826446,72358
297,white,white,241,B130.json,950,945,2,105,0,104,52.5,224.5,0.05555555555555555,0.2363157894736842,241,105,2.295238095238095,0.43568464730290457,25305
298,white,white,369,B130.json,950,945,3,105,0,345,52.5,529.5,0.05555555555555555,0.5573684210526316,369,105,3.5142857142857142,0.2845528455284553,38745
299,white,white,243,B130.json,950,945,4,150,590,346,665.0,467.5,0.7037037037037037,0.4921052631578947,243,150,1.62,0.6172839506172839,36450
300,white,white,243,B130.json,950,945,5,149,740,346,814.5,467.5,0.861904761904762,0.4921052631578947,243,149,1.6308724832214765,0.6131687242798354,36207
301,black,black,244,B130.json,950,945,6,246,105,589,228.0,711.0,0.24126984126984127,0.748421052631579,246,244,1.0081967213114753,1.0081967213114753,60024
302,white,white,124,B130.json,950,945,7,239,351,589,470.5,651.0,0.4978835978835979,0.6852631578947368,239,124,1.9274193548387097,1.9274193548387097,29636
303,white,white,124,B130.json,950,945,8,299,590,589,739.5,651.0,0.7825396825396825,0.6852631578947368,299,124,2.411290322580645,2.411290322580645,37076
304,yellow,yellow,236,B130.json,950,945,9,105,0,714,52.5,832.0,0.05555555555555555,0.8757894736842106,236,105,2.2476190476190476,0.4449152542372881,24780
305,white,white,120,B130.json,950,945,10,239,351,713,470.5,773.0,0.4978835978835979,0.8136842105263158,239,120,1.9916666666666667,1.9916666666666667,28680
306,blue,blue,183,B130.json,950,945,11,299,590,713,739.5,804.5,0.7825396825396825,0.8468421052631578,299,183,1.633879781420765,1.633879781420765,54717
307,red,red,237,B130.json,950,945,12,56,889,713,917.0,831.5,0.9703703703703703,0.8752631578947369,237,56,4.232142857142857,0.23628691983122363,13272
308,white,white,117,B130.json,950,945,13,246,105,833,228.0,891.5,0.24126984126984127,0.9384210526315789,246,117,2.1025641025641026,2.1025641025641026,28782
309,black,black,63,B130.json,950,945,14,239,351,833,470.5,864.5,0.4978835978835979,0.91,239,63,3.7936507936507935,3.7936507936507935,15057
310,white,white,54,B130.json,950,945,15,538,351,896,620.0,923.0,0.656084656084656,0.9715789473684211,538,54,9.962962962962964,9.962962962962964,29052
311,white,white,104,B130.json,950,945,16,365,225,0,407.5,52.0,0.4312169312169312,0.05473684210526316,365,104,3.5096153846153846,3.5096153846153846,37960
312,yellow,yellow,104,B130.json,950,945,17,299,590,0,739.5,52.0,0.7825396825396825,0.05473684210526316,299,104,2.875,2.875,31096
313,white,white,713,B130.json,950,945,18,56,889,0,917.0,356.5,0.9703703703703703,0.37526315789473685,713,56,12.732142857142858,0.0785413744740533,39928
314,white,white,104,B130.json,950,945,19,225,0,0,112.5,52.0,0.11904761904761904,0.05473684210526316,225,104,2.1634615384615383,2.1634615384615383,23400
315,white,white,159,B131.json,957,760,0,328,0,180,164.0,259.5,0.21578947368421053,0.2711598746081505,328,159,2.0628930817610063,2.0628930817610063,52152
